movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
410,STORE_5_V10409,2025-09-23,SALE,7,LBL00108,,18.532,18.072,0.01,16.554,916,,97182.94,5682.99,2025-09-23,,,BRACELET,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_5,LBL00108,H197649,BRACELET LBL00108,BRACELET,916.0,19.342,19.018,0.018,17.42,1.0,DES5903,,5010.0,MAIN_STORE,20.0,2025-11-24 11:50:05.165490,7.0,Customer_7,Customer,Net 0,+919231172272
411,STORE_5_V10410,2025-09-23,SALE,43,LBL00233,,59.882,59.85,0.0,54.823,916,,333081.56,5508.83,2025-09-23,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00233,H395917,CHAIN LBL00233,CHAIN,916.0,60.193,59.971,0.017,54.933,1.0,DES1510,,5007.0,MAIN_STORE,5.0,2025-11-24 11:50:05.479082,43.0,Customer_43,Customer,Net 15,+917093206686
412,STORE_5_V10411,2025-09-23,SALE,54,LBL00039,,1.557,1.542,0.003,1.412,916,,8419.78,5511.95,2025-09-23,,,PENDANT,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00039,H564523,PENDANT LBL00039,PENDANT,916.0,1.482,1.099,0.0,1.007,1.0,DES5485,,5004.0,MAIN_STORE,10.0,2025-11-24 11:50:04.972303,54.0,Customer_54,Customer,Net 15,+917394729488
413,STORE_5_V10412,2025-09-23,SALE,27,LBL00184,,44.493,44.088,0.045,40.385,916,,253227.88,5652.48,2025-09-23,,,BANGLE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00184,H211072,BANGLE LBL00184,BANGLE,916.0,40.331,40.055,0.011,36.691,1.0,DES7284,,5001.0,MAIN_STORE,21.0,2025-11-24 11:50:05.360168,27.0,Customer_27,Customer,Net 15,+919362581359
414,STORE_5_V10413,2025-09-24,SALE,41,LBL00057,,10.791,10.61,0.071,6.207,585,,38809.43,5481.08,2025-09-24,,,PENDANT,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00057,H913920,PENDANT LBL00057,PENDANT,585.0,9.726,9.45,0.019,5.528,1.0,DES1685,,5019.0,MAIN_STORE,10.0,2025-11-24 11:50:05.016711,41.0,Customer_41,Customer,Net 0,+918289924514
415,STORE_5_V10414,2025-09-24,SALE,24,LBL00154,,11.646,11.572,0.04,10.6,916,,66385.38,5632.65,2025-09-24,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00154,H650607,EARRING LBL00154,EARRING,916.0,11.099,10.67,0.014,9.774,1.0,DES5953,,5005.0,MAIN_STORE,17.0,2025-11-24 11:50:05.278591,24.0,Customer_24,Customer,Net 30,+917679362694
416,STORE_5_V10415,2025-09-24,SALE,32,LBL00099,,38.578,37.996,0.092,34.804,916,,219861.66,5929.24,2025-09-24,,,BRACELET,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00099,H293818,BRACELET LBL00099,BRACELET,916.0,40.277,39.948,0.095,36.593,1.0,DES3429,,5001.0,MAIN_STORE,21.0,2025-11-24 11:50:05.142593,32.0,Customer_32,Customer,Net 30,+919343446878
417,STORE_5_V10416,2025-09-24,SALE,87,LBL00073,,6.409,5.908,0.0,3.456,585,,20692.29,5373.48,2025-09-24,,,BRACELET,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00073,H512160,BRACELET LBL00073,BRACELET,585.0,7.021,6.623,0.05,3.875,1.0,DES7775,,5010.0,MAIN_STORE,19.0,2025-11-24 11:50:05.062887,87.0,Customer_87,Customer,Net 0,+919043780174
418,STORE_5_V10417,2025-09-24,SALE,64,LBL00244,,19.589,19.17,0.021,17.56,916,,100626.0,5329.57,2025-09-24,,,BANGLE,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_5,LBL00244,H242371,BANGLE LBL00244,BANGLE,916.0,19.206,18.985,0.0,17.39,1.0,DES2387,,5004.0,MAIN_STORE,20.0,2025-11-24 11:50:05.506053,64.0,Customer_64,Customer,Net 0,+919475119635
419,STORE_5_V10418,2025-09-24,SALE,51,LBL00080,,2.823,2.495,0.017,1.871,750,,11210.52,5648.45,2025-09-24,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00080,H649262,RING LBL00080,RING,750.0,2.754,2.464,0.018,1.848,1.0,DES7292,,5016.0,MAIN_STORE,7.0,2025-11-24 11:50:05.087851,51.0,Customer_51,Customer,Net 15,+918576609019
420,STORE_5_V10419,2025-09-25,SALE,17,LBL00172,,8.093,7.912,0.0,7.247,916,,45309.58,5717.78,2025-09-25,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00172,H400487,PENDANT LBL00172,PENDANT,916.0,8.015,7.765,0.025,7.114,1.0,DES5532,,5017.0,MAIN_STORE,10.0,2025-11-24 11:50:05.327896,17.0,Customer_17,Customer,Net 30,+919476322069
421,STORE_5_V10420,2025-09-25,SALE,19,LBL00169,,7.9,7.878,0.033,7.216,916,,41949.97,5286.75,2025-09-25,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00169,H645865,RING LBL00169,RING,916.0,7.454,7.098,0.051,6.502,1.0,DES6119,,5000.0,MAIN_STORE,8.0,2025-11-24 11:50:05.318617,19.0,Customer_19,Customer,Net 15,+919857194152
422,STORE_5_V10421,2025-09-25,SALE,102,LBL00097,,2.802,2.782,0.0,2.548,916,,15103.56,5625.03,2025-09-25,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00097,H673929,RING LBL00097,RING,916.0,2.449,1.95,0.065,1.786,1.0,DES5556,,5019.0,MAIN_STORE,7.0,2025-11-24 11:50:05.137640,102.0,Customer_102,Customer,Net 15,+918389042400
423,STORE_5_V10422,2025-09-25,SALE,106,LBL00054,,5.419,5.324,0.0,4.877,916,,30335.04,5690.97,2025-09-25,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00054,H285679,RING LBL00054,RING,916.0,6.23,5.785,0.105,5.299,1.0,DES8197,,5019.0,MAIN_STORE,8.0,2025-11-24 11:50:05.009116,106.0,Customer_106,Customer,Net 15,+918568812602
424,STORE_5_V10423,2025-09-25,SALE,83,LBL00226,,46.059,45.638,0.0,34.228,750,,198268.37,5453.99,2025-09-25,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00226,H697978,NECKLACE LBL00226,NECKLACE,750.0,45.819,45.38,0.018,34.035,1.0,DES5989,,5013.0,MAIN_STORE,13.0,2025-11-24 11:50:05.463738,83.0,Customer_83,Customer,Net 0,+917953850512
425,STORE_5_V10424,2025-09-25,SALE,117,LBL00168,,6.921,6.783,0.071,3.968,585,,25085.57,5820.31,2025-09-25,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00168,H589554,PENDANT LBL00168,PENDANT,585.0,6.998,6.618,0.014,3.871,1.0,DES1755,,5003.0,MAIN_STORE,10.0,2025-11-24 11:50:05.315385,117.0,Customer_117,Customer,Net 0,+917368570209
426,STORE_5_V10425,2025-09-25,SALE,12,LBL00004,,1.063,0.518,0.0,0.474,916,,2870.77,5646.37,2025-09-25,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00004,H397809,RING LBL00004,RING,916.0,1.104,0.895,0.011,0.82,1.0,DES4288,,5019.0,MAIN_STORE,6.0,2025-11-24 11:50:04.887345,12.0,Customer_12,Customer,Net 30,+919821263164
427,STORE_5_V10426,2025-09-25,SALE,76,LBL00153,,54.186,54.037,0.044,49.498,916,,268666.64,5306.48,2025-09-25,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00153,H573858,CHAIN LBL00153,CHAIN,916.0,60.12,59.934,0.078,54.9,1.0,DES5958,,5006.0,MAIN_STORE,5.0,2025-11-24 11:50:05.275311,76.0,Customer_76,Customer,Net 0,+918403731150
428,STORE_5_V10427,2025-09-25,SALE,40,LBL00241,,65.957,65.443,0.097,38.284,585,,223515.52,5349.05,2025-09-25,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00241,H240800,NECKLACE LBL00241,NECKLACE,585.0,60.793,60.51,0.002,35.398,1.0,DES1190,,5002.0,MAIN_STORE,13.0,2025-11-24 11:50:05.499098,40.0,Customer_40,Customer,Net 0,+918296400037
429,STORE_5_V10428,2025-09-25,SALE,30,LBL00243,,9.344,9.136,0.001,6.852,750,,42878.49,5613.78,2025-09-25,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00243,H856379,RING LBL00243,RING,750.0,9.394,9.059,0.022,6.794,1.0,DES8974,,5013.0,MAIN_STORE,8.0,2025-11-24 11:50:05.504338,30.0,Customer_30,Customer,Net 15,+918389211119
430,STORE_5_V10429,2025-09-25,SALE,24,LBL00194,,3.409,3.03,0.0,2.775,916,,16636.19,5389.53,2025-09-25,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00194,H746910,RING LBL00194,RING,916.0,3.402,3.05,0.121,2.794,1.0,DES5227,,5011.0,MAIN_STORE,7.0,2025-11-24 11:50:05.383699,24.0,Customer_24,Customer,Net 30,+917679362694
431,STORE_5_V10430,2025-09-26,SALE,57,LBL00163,,13.601,13.345,0.0,10.009,750,,57332.42,5523.5,2025-09-26,,,BANGLE,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00163,H809589,BANGLE LBL00163,BANGLE,750.0,15.444,15.072,0.0,11.304,1.0,DES3174,,5006.0,MAIN_STORE,20.0,2025-11-24 11:50:05.301456,57.0,Customer_57,Customer,Net 30,+917331578205
432,STORE_5_V10431,2025-09-26,SALE,83,LBL00235,,2.937,2.912,0.0,2.667,916,,15382.2,5323.03,2025-09-26,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00235,H846348,EARRING LBL00235,EARRING,916.0,3.027,2.694,0.023,2.468,1.0,DES7271,,5012.0,MAIN_STORE,15.0,2025-11-24 11:50:05.484179,83.0,Customer_83,Customer,Net 0,+917953850512
433,STORE_5_V10432,2025-09-26,SALE,9,LBL00134,,46.198,45.982,0.03,42.12,916,,255336.17,5553.09,2025-09-26,,,BANGLE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00134,H515287,BANGLE LBL00134,BANGLE,916.0,43.795,43.515,0.0,39.86,1.0,DES1477,,5005.0,MAIN_STORE,21.0,2025-11-24 11:50:05.227507,9.0,Customer_9,Customer,Net 30,+917992214765
434,STORE_5_V10433,2025-09-26,SALE,99,LBL00066,,9.322,9.042,0.0,8.282,916,,50715.72,5876.62,2025-09-26,,,BRACELET,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00066,H299072,BRACELET LBL00066,BRACELET,916.0,10.776,10.628,0.07,9.735,1.0,DES5770,,5014.0,MAIN_STORE,19.0,2025-11-24 11:50:05.043525,99.0,Customer_99,Customer,Net 30,+919251627092
435,STORE_5_V10434,2025-09-26,SALE,111,LBL00213,,6.28,5.681,0.0,3.323,585,,21157.23,5711.83,2025-09-26,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00213,H977394,PENDANT LBL00213,PENDANT,585.0,5.854,5.747,0.066,3.362,1.0,DES8972,,5003.0,MAIN_STORE,10.0,2025-11-24 11:50:05.432167,111.0,Customer_111,Customer,Net 0,+918502020490
436,STORE_5_V10435,2025-09-26,SALE,100,LBL00173,,19.135,18.687,0.0,17.117,916,,105434.88,5534.35,2025-09-26,,,BRACELET,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_5,LBL00173,H434652,BRACELET LBL00173,BRACELET,916.0,19.598,19.191,0.025,17.579,1.0,DES8227,,5003.0,MAIN_STORE,20.0,2025-11-24 11:50:05.332246,100.0,Customer_100,Customer,Net 0,+918040735415
437,STORE_5_V10436,2025-09-27,SALE,65,LBL00159,,3.173,2.992,0.0,2.244,750,,13074.04,5642.94,2025-09-27,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00159,H261562,EARRING LBL00159,EARRING,750.0,2.541,2.237,0.078,1.678,1.0,DES4116,,5010.0,MAIN_STORE,15.0,2025-11-24 11:50:05.292267,65.0,Customer_65,Customer,Net 15,+917337057834
438,STORE_5_V10437,2025-09-27,SALE,18,LBL00079,,13.503,13.099,0.023,9.824,750,,64136.65,5939.07,2025-09-27,,,CHAIN,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00079,H764873,CHAIN LBL00079,CHAIN,750.0,12.023,11.79,0.047,8.842,1.0,DES6946,,5002.0,MAIN_STORE,3.0,2025-11-24 11:50:05.084763,18.0,Customer_18,Customer,Net 15,+919896923497
439,STORE_5_V10438,2025-09-27,SALE,83,LBL00092,,11.241,11.214,0.0,10.272,916,,61125.46,5572.36,2025-09-27,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00092,H669902,EARRING LBL00092,EARRING,916.0,11.102,10.966,0.016,10.045,1.0,DES1094,,5019.0,MAIN_STORE,17.0,2025-11-24 11:50:05.123491,83.0,Customer_83,Customer,Net 0,+917953850512
440,STORE_5_V10439,2025-09-27,SALE,13,LBL00222,,2.117,1.807,0.02,1.655,916,,10843.24,5867.03,2025-09-27,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00222,H792984,RING LBL00222,RING,916.0,1.952,1.894,0.231,1.735,1.0,DES3444,,5014.0,MAIN_STORE,6.0,2025-11-24 11:50:05.453973,13.0,Customer_13,Customer,Net 0,+919448250186
441,STORE_5_V10440,2025-09-27,SALE,104,LBL00139,,5.583,5.008,0.046,4.587,916,,27918.27,5534.2,2025-09-27,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00139,H663051,RING LBL00139,RING,916.0,5.139,4.79,0.035,4.388,1.0,DES6490,,5014.0,MAIN_STORE,8.0,2025-11-24 11:50:05.240700,104.0,Customer_104,Customer,Net 0,+917483312111
442,STORE_5_V10441,2025-09-27,SALE,86,LBL00171,,2.738,2.517,0.0,1.888,750,,11415.05,5508.51,2025-09-27,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00171,H436467,EARRING LBL00171,EARRING,750.0,2.577,2.316,0.076,1.738,1.0,DES4285,,5006.0,MAIN_STORE,15.0,2025-11-24 11:50:05.324604,86.0,Customer_86,Customer,Net 0,+918443831341
443,STORE_5_V10442,2025-09-27,SALE,21,LBL00164,,13.877,13.596,0.009,7.954,585,,45252.83,5338.62,2025-09-27,,,BANGLE,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00164,H859767,BANGLE LBL00164,BANGLE,585.0,14.599,14.274,0.01,8.35,1.0,DES1598,,5014.0,MAIN_STORE,19.0,2025-11-24 11:50:05.303927,21.0,Customer_21,Customer,Net 0,+917774797220
444,STORE_5_V10443,2025-09-27,SALE,57,LBL00112,,5.478,5.164,0.001,4.73,916,,28162.86,5724.95,2025-09-27,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00112,H241081,RING LBL00112,RING,916.0,6.906,6.327,0.0,5.796,1.0,DES2999,,5008.0,MAIN_STORE,8.0,2025-11-24 11:50:05.175451,57.0,Customer_57,Customer,Net 30,+917331578205
445,STORE_5_V10444,2025-09-27,SALE,51,LBL00165,,30.128,30.067,0.049,27.541,916,,156854.45,5457.28,2025-09-27,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00165,H506415,BANGLE LBL00165,BANGLE,916.0,27.467,27.188,0.005,24.904,1.0,DES9558,,5003.0,MAIN_STORE,20.0,2025-11-24 11:50:05.306978,51.0,Customer_51,Customer,Net 15,+918576609019
446,STORE_5_V10445,2025-09-27,SALE,83,LBL00235,,3.301,2.936,0.097,2.689,916,,16196.85,5225.48,2025-09-27,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00235,H846348,EARRING LBL00235,EARRING,916.0,3.027,2.694,0.023,2.468,1.0,DES7271,,5012.0,MAIN_STORE,15.0,2025-11-24 11:50:05.484179,83.0,Customer_83,Customer,Net 0,+917953850512
447,STORE_5_V10446,2025-09-27,SALE,31,LBL00150,,15.884,15.397,0.054,14.104,916,,79934.41,5321.94,2025-09-27,,,CHAIN,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_5,LBL00150,H839525,CHAIN LBL00150,CHAIN,916.0,15.494,15.331,0.0,14.043,1.0,DES6152,,5001.0,MAIN_STORE,3.0,2025-11-24 11:50:05.265934,31.0,Customer_31,Customer,Net 30,+918033895513
448,STORE_5_V10447,2025-09-28,SALE,60,LBL00123,,58.845,58.745,0.019,53.81,916,,331782.72,5822.7,2025-09-28,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00123,H344026,CHAIN LBL00123,CHAIN,916.0,54.563,54.216,0.213,49.662,1.0,DES5759,,5006.0,MAIN_STORE,5.0,2025-11-24 11:50:05.200625,60.0,Customer_60,Customer,Net 15,+919961788388
449,STORE_5_V10448,2025-09-28,SALE,71,LBL00007,,3.564,3.059,0.037,2.802,916,,17044.38,5755.57,2025-09-28,,,PENDANT,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00007,H507523,PENDANT LBL00007,PENDANT,916.0,4.247,4.175,0.046,3.824,1.0,DES5445,,5011.0,MAIN_STORE,10.0,2025-11-24 11:50:04.895925,71.0,Customer_71,Customer,Net 30,+919715250922
450,STORE_5_V10449,2025-09-28,SALE,119,LBL00008,,5.555,5.502,0.002,5.04,916,,31001.48,5540.18,2025-09-28,,,BANGLE,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00008,H213132,BANGLE LBL00008,BANGLE,916.0,6.58,6.38,0.032,5.844,1.0,DES1312,,5009.0,MAIN_STORE,19.0,2025-11-24 11:50:04.898521,119.0,Customer_119,Customer,Net 0,+919667185159
451,STORE_5_V10450,2025-09-28,SALE,50,LBL00200,,21.38,21.175,0.058,19.396,916,,122745.21,5633.73,2025-09-28,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_5,LBL00200,H395968,CHAIN LBL00200,CHAIN,916.0,20.769,20.743,0.263,19.001,1.0,DES6711,,5019.0,MAIN_STORE,4.0,2025-11-24 11:50:05.398880,50.0,Customer_50,Customer,Net 0,+917594458674
452,STORE_5_V10451,2025-09-28,SALE,76,LBL00036,,29.318,28.743,0.017,26.329,916,,148651.86,5475.91,2025-09-28,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_5,LBL00036,H293079,CHAIN LBL00036,CHAIN,916.0,31.068,31.051,0.016,28.443,1.0,DES6203,,5004.0,MAIN_STORE,4.0,2025-11-24 11:50:04.965657,76.0,Customer_76,Customer,Net 0,+918403731150
453,STORE_5_V10452,2025-09-28,SALE,57,LBL00137,,37.014,36.957,0.0,21.62,585,,125131.05,5445.48,2025-09-28,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00137,H935981,BANGLE LBL00137,BANGLE,585.0,43.667,43.139,0.028,25.236,1.0,DES1582,,5004.0,MAIN_STORE,21.0,2025-11-24 11:50:05.235941,57.0,Customer_57,Customer,Net 30,+917331578205
454,STORE_5_V10453,2025-09-28,SALE,112,LBL00015,,31.92,31.526,0.0,28.878,916,,170892.71,5656.48,2025-09-28,,,NECKLACE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00015,H359409,NECKLACE LBL00015,NECKLACE,916.0,31.49,31.248,0.0,28.623,1.0,DES9673,,5009.0,MAIN_STORE,12.0,2025-11-24 11:50:04.915761,112.0,Customer_112,Customer,Net 30,+918899277934
455,STORE_5_V10454,2025-09-28,SALE,91,LBL00153,,58.61,58.223,0.095,53.332,916,,334159.82,5626.24,2025-09-28,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_5,LBL00153,H573858,CHAIN LBL00153,CHAIN,916.0,60.12,59.934,0.078,54.9,1.0,DES5958,,5006.0,MAIN_STORE,5.0,2025-11-24 11:50:05.275311,91.0,Customer_91,Customer,Net 15,+919155313861
456,STORE_5_V10455,2025-09-28,SALE,82,LBL00090,,31.559,31.276,0.0,28.649,916,,178714.19,5684.43,2025-09-28,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00090,H752801,BANGLE LBL00090,BANGLE,916.0,32.247,31.72,0.062,29.056,1.0,DES5146,,5000.0,MAIN_STORE,21.0,2025-11-24 11:50:05.116952,82.0,Customer_82,Customer,Net 30,+919167796058
457,STORE_5_V10456,2025-09-28,SALE,26,LBL00151,,30.229,30.208,0.0,27.671,916,,159847.15,5332.2,2025-09-28,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00151,H384685,BANGLE LBL00151,BANGLE,916.0,31.975,31.574,0.06,28.922,1.0,DES7780,,5002.0,MAIN_STORE,21.0,2025-11-24 11:50:05.268794,26.0,Customer_26,Customer,Net 15,+918513220374
458,STORE_5_V10457,2025-09-28,SALE,83,LBL00017,,3.023,2.714,0.0,2.486,916,,14561.62,5347.2,2025-09-28,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00017,H880550,RING LBL00017,RING,916.0,2.942,2.77,0.176,2.537,1.0,DES3572,,5000.0,MAIN_STORE,7.0,2025-11-24 11:50:04.920603,83.0,Customer_83,Customer,Net 0,+917953850512
459,STORE_5_V10458,2025-09-29,SALE,85,LBL00103,,3.738,3.349,0.003,1.959,585,,10982.49,5354.53,2025-09-29,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00103,H191962,EARRING LBL00103,EARRING,585.0,3.79,3.436,0.07,2.01,1.0,DES1803,,5003.0,MAIN_STORE,15.0,2025-11-24 11:50:05.153071,85.0,Customer_85,Customer,Net 15,+917635708419
460,STORE_5_V10459,2025-09-29,SALE,53,LBL00049,,6.574,6.207,0.0,3.631,585,,19712.63,5236.21,2025-09-29,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00049,H596864,PENDANT LBL00049,PENDANT,585.0,7.178,7.028,0.112,4.111,1.0,DES3253,,5005.0,MAIN_STORE,10.0,2025-11-24 11:50:04.996299,53.0,Customer_53,Customer,Net 0,+918100558894
461,STORE_5_V10460,2025-09-30,SALE,101,LBL00004,,0.999,0.427,0.0,0.391,916,,2177.1,5322.31,2025-09-30,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_5,LBL00004,H397809,RING LBL00004,RING,916.0,1.104,0.895,0.011,0.82,1.0,DES4288,,5019.0,MAIN_STORE,6.0,2025-11-24 11:50:04.887345,101.0,Customer_101,Customer,Net 0,+918143565474
462,STORE_5_V10461,2025-09-30,SALE,116,LBL00045,,37.677,37.44,0.007,34.295,916,,211709.44,5726.75,2025-09-30,,,CHAIN,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00045,H476712,CHAIN LBL00045,CHAIN,916.0,37.99,37.63,0.134,34.47,1.0,DES2302,,5015.0,MAIN_STORE,4.0,2025-11-24 11:50:04.986280,116.0,Customer_116,Customer,Net 30,+918605548088
463,STORE_5_V10462,2025-10-01,SALE,61,LBL00062,,37.188,36.62,0.02,33.544,916,,202401.96,5723.56,2025-10-01,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00062,H967182,BANGLE LBL00062,BANGLE,916.0,37.608,37.513,0.0,34.362,1.0,DES1694,,5007.0,MAIN_STORE,21.0,2025-11-24 11:50:05.029243,61.0,Customer_61,Customer,Net 30,+919474899565
464,STORE_5_V10463,2025-10-01,SALE,101,LBL00227,,28.133,27.716,0.006,25.388,916,,167310.43,5901.42,2025-10-01,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_5,LBL00227,H852658,BANGLE LBL00227,BANGLE,916.0,27.852,27.673,0.0,25.348,1.0,DES6640,,5002.0,MAIN_STORE,20.0,2025-11-24 11:50:05.465535,101.0,Customer_101,Customer,Net 0,+918143565474
465,STORE_5_V10464,2025-10-01,SALE,116,LBL00095,,14.743,14.492,0.013,8.478,585,,52473.77,5740.06,2025-10-01,,,CHAIN,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00095,H530074,CHAIN LBL00095,CHAIN,585.0,16.376,16.036,0.014,9.381,1.0,DES8239,,5002.0,MAIN_STORE,3.0,2025-11-24 11:50:05.132644,116.0,Customer_116,Customer,Net 30,+918605548088
466,STORE_5_V10465,2025-10-01,SALE,101,LBL00127,,9.624,9.491,0.005,8.694,916,,49987.11,5491.46,2025-10-01,,,BRACELET,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00127,H147702,BRACELET LBL00127,BRACELET,916.0,9.618,9.395,0.017,8.606,1.0,DES6468,,5011.0,MAIN_STORE,19.0,2025-11-24 11:50:05.210039,101.0,Customer_101,Customer,Net 0,+918143565474
467,STORE_5_V10466,2025-10-01,SALE,9,LBL00186,,14.418,14.242,0.045,13.046,916,,84601.87,5922.26,2025-10-01,,,BANGLE,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_5,LBL00186,H287677,BANGLE LBL00186,BANGLE,916.0,16.551,16.409,0.087,15.031,1.0,DES8304,,5019.0,MAIN_STORE,20.0,2025-11-24 11:50:05.365077,9.0,Customer_9,Customer,Net 30,+917992214765
468,STORE_5_V10467,2025-10-01,SALE,46,LBL00108,,18.902,18.345,0.02,16.804,916,,101608.68,5759.49,2025-10-01,,,BRACELET,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_5,LBL00108,H197649,BRACELET LBL00108,BRACELET,916.0,19.342,19.018,0.018,17.42,1.0,DES5903,,5010.0,MAIN_STORE,20.0,2025-11-24 11:50:05.165490,46.0,Customer_46,Customer,Net 30,+919451001264
469,STORE_5_V10468,2025-10-01,SALE,101,LBL00051,,5.956,5.771,0.0,5.286,916,,33782.97,5887.68,2025-10-01,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_5,LBL00051,H528436,PENDANT LBL00051,PENDANT,916.0,5.472,5.14,0.041,4.708,1.0,DES1245,,5008.0,MAIN_STORE,10.0,2025-11-24 11:50:05.001363,101.0,Customer_101,Customer,Net 0,+918143565474
470,STORE_5_V10469,2025-10-01,SALE,55,LBL00242,,39.308,38.926,0.042,29.195,750,,176189.66,5379.32,2025-10-01,,,CHAIN,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_5,LBL00242,H779885,CHAIN LBL00242,CHAIN,750.0,39.942,39.754,0.024,29.816,1.0,DES1257,,5004.0,MAIN_STORE,4.0,2025-11-24 11:50:05.501652,55.0,Customer_55,Customer,Net 30,+918717120387
